id_peli,actores_10
tt13210534,"[('Jack Devnarain', '1971', ['Reparto', 'Reparto'], ['Los demonios de la noche', 'Isidingo', '31 Million Reasons'], 'NULL'), ('Luthuli Dlamini', 'NULL', ['Reparto', 'Producción', 'Reparto'], ['su papel en The Furnace', 'Blood Drive', ""Mandela's Gun""], 'NULL'), ('Bheki Nkosi', 'NULL', ['Reparto', 'Reparto'], ['su papel en Alleyway'], 'NULL'), ('Thabisile Zikhali', 'NULL', ['Reparto', 'Reparto'], ['su papel en Alleyway', 'Wake Up Sade'], 'NULL'), ('Renos Spanoudes', 'NULL', ['Reparto', 'Reparto'], ['su papel en Alleyway', 'The Drop', 'Taryn & Sharon'], 'NULL'), ('Simphiwe Kunene', 'NULL', ['Especialistas', 'Reparto', 'Sonido'], [""su papel en Big Nunu's Little Heist"", 'Intlawulo', 'Alleyway'], 'NULL'), ('Linda Masina', 'NULL', ['Reparto', 'Reparto'], ['su papel en Alleyway'], 'NULL'), ('Bheki Khoza', 'NULL', ['Reparto', 'Música', 'Reparto'], ['su papel en Alleyway', 'Sophiatown', 'Shaka iLembe'], 'NULL'), ('Righteous Mongwe', 'NULL', ['Reparto', 'Reparto'], ['su papel en Alleyway'], 'NULL'), ('Akim Andile Nkabinde', 'NULL', ['Reparto', 'Reparto'], ['su papel en Alleyway'], 'NULL')]"
tt10763820,"[('Jorge Lendeborg Jr.', 'NULL', ['Reparto', 'Banda sonora', 'Reparto'], ['su papel en Bumblebee', 'Spider-Man: Homecoming', 'Fauces de la noche'], 'NULL'), ('Debby Ryan', '1993', ['Reparto', 'Música', 'Producción'], ['Insatiable', 'Sing It!', 'Jessie'], [""Kids' Choice Awards, USA 2016 Nominado Blimp Award Favorite TV Actress Jessie 2015 Nominado Blimp Award Favorite TV Actress Jessie 2014 Nominado Blimp Award Favorite TV Actress Jessie"", 'Teen Choice Awards 2014 Nominado Teen Choice Award Choice TV Actress: Comedy Jessie', 'Young Artist Awards 2011 Nominado Young Artist Award Best Performance in a TV Movie, Miniseries or Special - Leading Young Actress 16 deseos', 'Behind the Voice Actors Awards 2013 Nominado BTVA Special/DVD Voice Acting Award Best Vocal Ensemble in a TV Special/Direct-to-DVD Title or Short Campanilla: El secreto de las hadas Compartido con: Mae Whitman · Lucy Hale · Timothy Dalton · Jeff Bennett · Lucy Liu · Raven-Symoné · Megan Hilty · · · · · · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Lucy Fry', '1992', ['Reparto', 'Reparto'], ['Bright', '22'], 'NULL'), ('Raúl Castillo', 'NULL', ['Reparto', 'Producción', 'Reparto'], ['Cassandro', 'We the Animals', 'Ejército de los muertos'], ['Denver International Film Festival 2022 Ganador Excellence in Acting Award', 'Gotham Awards 2022 Nominado Gotham Independent Film Award Outstanding Supporting Performance La inspección', 'Imagen Foundation Awards 2015 Nominado Imagen Award Best Supporting Actor - Television Looking 2014 Nominado Imagen Award Best Actor/Television Looking', 'Film Independent Spirit Awards 2019 Nominado Independent Spirit Award Best Supporting Male We the Animals', 'NAMIC Vision Awards 2016 Nominado Vision Award Best Performance - Comedy Looking 2015 Ganador Vision Award Best Performance - Comedy Looking Tied with Don Cheadle for House of Lies.']), ('Alfie Allen', '1986', ['Reparto', 'Banda sonora', 'Reparto'], ['John Wick (Otro día para matar', 'Juego de tronos', 'Predator'], ['Primetime Emmy Awards 2019 Nominado Primetime Emmy Outstanding Supporting Actor in a Drama Series Juego de tronos For playing: ""Theon Greyjoy"".', 'Royal Television Society, UK 2018 Nominado RTS Southern Television Award Best Factual Series Football: A Brief History by Alfie Allen Compartido con: Mike Christie', 'Screen Actors Guild Awards 2020 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Juego de tronos Compartido con: Pilou Asbæk · Jacob Anderson · John Bradley · Gwendoline Christie · Emilia Clarke · Nikolaj Coster-Waldau · · · · · · · · · · · · · · · · · · · · · · 2020 Nominado Actor Outstanding Performance by a Cast in a Motion Picture Jojo Rabbit Compartido con: Roman Griffin Davis · Scarlett Johansson · Thomasin McKenzie · Stephen Merchant · Sam Rockwell · · 2018 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Juego de tronos Compartido con: Jacob Anderson · Pilou Asbæk · Hafþór Júlíus Björnsson · John Bradley · Jim Broadbent · Gwendoline Christie · · · · · · · · · · · · · · · · · · · · · · 2017 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Juego de tronos Compartido con: Jacob Anderson · Dean-Charles Chapman · Emilia Clarke · Nikolaj Coster-Waldau · Liam Cunningham · · · · · · · · · · · · · 2016 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Juego de tronos Compartido con: Ian Beattie · John Bradley · Gwendoline Christie · Emilia Clarke · Michael Condron · Nikolaj Coster-Waldau · · · · · · · · · · · · · · · · · · · · · · · 2 más', 'Savannah Film Festival 2015 Ganador Rising Star Award', ""IGN Summer Movie Awards 2019 Nominado IGN Award Best TV Ensemble Juego de tronos Compartido con: Peter Dinklage · Lena Headey · Emilia Clarke · Kit Harington · Sophie Turner · Maisie Williams · · · · · · · · · · · · · 2019 Ganador IGN People's Choice Award Best TV Ensemble Juego de tronos Compartido con: Peter Dinklage · Lena Headey · Emilia Clarke · Kit Harington · Sophie Turner · Maisie Williams · · · · · · · · · · · · ·""]), ('Marlene Forte', '1961', ['Reparto', 'Producción', 'Dirección'], ['Star Trek', 'Paranormal Movie', 'Puñales por la espalda (Knives Out'], ['Imagen Foundation Awards 2009 Nominado Imagen Award Best Supporting Actress/Television La desaparición de Delimar', 'CinEuphoria Awards 2024 Ganador CinEuphoria Merit - Honorary Award Fear the Walking Dead Compartido con: Michael E. Satrazemis · Austin Amelio · Rubén Blades · Dayton Callie · Keith Carradine · Zoe Colletti · · · · · · · · · · · · · · · · · · · · · · · ·', 'Online Film & Television Association 2020 Nominado OFTA Film Award Best Ensemble Puñales por la espalda (Knives Out) Compartido con: Daniel Craig · Chris Evans · Ana de Armas · Jamie Lee Curtis · Michael Shannon · Don Johnson · · · · · · · · · · · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']), ('Ash Santos', '1993', ['Reparto', 'Reparto'], ['Mayor of Kingstown', 'Mike', 'Una historia muy real'], 'NULL'), ('Nandy Martin', 'NULL', ['Reparto', 'Reparto'], ['su papel en El mentalista', 'Fauces de la noche', 'Cuentos asombrosos'], 'NULL'), ('Jaren Mitchell', 'NULL', ['Reparto', 'Reparto'], ['su papel en Queen Sugar', 'The Purge', 'Los tortolitos'], 'NULL'), ('Robert Larriviere', 'NULL', ['Reparto', 'Reparto'], ['su papel en La chica salvaje', 'The Girl from Plainville', '2 Guns'], 'NULL')]"
tt23803320,"[('Charlotte Clarke', 'NULL', ['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Cámara y electricidad'], ['su papel en Homozygous', 'Little Shaw Lane', 'Spellbound'], 'NULL'), ('Taylor Jayne Claxton', '1999', ['Dirección', 'Reparto', 'Guion'], ['Unrequited', 'Edge', 'Spellbound'], 'NULL'), ('William Dell-Price', 'NULL', ['Reparto', 'Reparto'], ['su papel en Foils y Spellbound'], 'NULL'), ('Patrícia Inverneiro', 'NULL', ['Reparto', 'Reparto'], ['su papel en Finding Peace', 'The Bad Taste Show', 'Bitter Taste'], 'NULL'), ('Maria Lisberg-Jonasson', 'NULL', ['Reparto', 'Reparto'], ['su papel en Escaping the Dead', 'Spellbound'], 'NULL')]"
tt13886150,[]
tt1666538,"[('Jonathan Baldock', 'NULL', ['Reparto', 'Producción', 'Especialistas'], ['su papel en A Case of Deceit', 'Zombie Killers', 'Conduct Unbecoming'], 'NULL'), ('Leslye-Aikayla So', 'NULL', ['Reparto', 'Reparto'], ['su papel en A Case of Deceit'], 'NULL'), ('Viktor Radics', 'NULL', ['Reparto', 'Reparto'], ['su papel en A Case of Deceit'], 'NULL'), ('David Kinsman', 'NULL', ['Reparto', 'Reparto'], ['su papel en Call of Duty: Find Makarov', 'A Case of Deceit', 'Forbidden Science'], 'NULL'), ('J.D. Coulter', 'NULL', ['Reparto', 'Producción', 'Reparto'], ['su papel en A Case of Deceit', 'Audition', 'Death Fuck 2'], 'NULL'), ('Michael Hannigan', 'NULL', ['Reparto', 'Reparto'], ['su papel en A Case of Deceit', 'Lucky 7'], 'NULL'), ('Julian Nicholson', 'NULL', ['Reparto', 'Reparto'], ['su papel en A Case of Deceit', 'Dark Fist', 'Lucky 7'], 'NULL'), ('Monty Greig', 'NULL', ['Reparto', 'Reparto'], ['su papel en A Case of Deceit', 'Mail Order Bride'], 'NULL'), (""Walter D'Amico"", 'NULL', ['Reparto', 'Reparto'], ['su papel en A Case of Deceit'], 'NULL'), ('Bruno Roder', 'NULL', ['Reparto', 'Reparto'], ['su papel en A Case of Deceit', 'A Cry in the Dark', 'Logarithm'], 'NULL')]"
tt11004574,"[('Alicia Hechavarría', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ciudad en rojo', 'Fabula', 'The Foam of Days'], 'NULL'), ('Jorge Luis Álvarez', 'NULL', ['Reparto', 'Dirección de fotografía y cámara', 'Edición'], ['su papel en Queen of Thursdays', 'Papeles secundarios', 'Una novia para David'], 'NULL'), ('Fernando Hechavarria', 'NULL', ['Reparto', 'Reparto'], ['su papel en La tierra y el cielo', 'Regreso a Ítaca', 'The Foam of Days'], 'NULL'), ('Carlos Miguel Caballero', 'NULL', ['Reparto', 'Reparto'], ['su papel en María de los Ángeles', 'Prisionera', 'Periodistas'], 'NULL'), ('Yaniel Castillo', 'NULL', ['Reparto', 'Reparto'], ['su papel en The Latin Boys: Volume 1', 'Mountains', 'Mila Caos'], 'NULL'), ('Matthew Ryan', 'NULL', ['Reparto', 'Reparto'], ['su papel en El Dragón: El regreso de un guerrero', 'A Place in the Dark y Shiny New Things'], 'NULL')]"
tt2301155,"[('Anil Kapoor', '1956', ['Reparto', 'Producción', 'Música'], ['Slumdog Millionaire', 'Animal', 'Race 3'], ['Filmfare Awards 2024 Nominado Filmfare Award Best Supporting Actor Animal 2023 Ganador Filmfare Award Best Supporting Actor Jug Jugg Jeeyo 2016 Ganador Filmfare Award Best Supporting Actor Dil Dhadakne Do 2008 Nominado Filmfare Award Best Supporting Actor Welcome 2006 Nominado Filmfare Award Best Comic Actor No Entry 14 más', 'Awards of the International Indian Film Academy 2023 Ganador IIFA Award Best Actor in a Supporting Role - Male Jug Jugg Jeeyo 2019 Nominado Popular Award Best Actor in a Supporting Role Race 3 2016 Ganador Popular Award Best Actor in a Supporting Role Dil Dhadakne Do 2011 Nominado Popular Award Best Comic Actor No Problem 2010 Ganador Special Award Outstanding Achievement in Cinema Compartido con: Rakeysh Omprakash Mehra · Zeenat Aman 6 más', ""Zee Cine Awards 2024 Nominado Jury's Choice Award Best Supporting Actor Animal 2023 Ganador Jury's Choice Award Best Supporting Actor Jug Jugg Jeeyo 2018 Ganador Jury's Choice Award Best Actor in a Supporting Role Mubarakan 2016 Ganador Popular Award International Icon - Male 2016 Nominado Critics Choice Award Best Supporting Actor Dil Dhadakne Do 6 más"", 'National Film Awards, India 2001 Ganador Silver Lotus Award Best Actor Pukar', 'Screen Actors Guild Awards 2009 Ganador Actor Outstanding Performance by a Cast in a Motion Picture Slumdog Millionaire Compartido con: Rubina Ali · Tanay Chheda · Ashutosh Lobo Gajiwala · Azharuddin Mohammed Ismail · Irrfan Khan · · · · ·']), ('John Abraham', '1972', ['Reparto', 'Producción', 'Música'], ['Dhoom', 'Zinda', 'Vicky Donor'], ['Filmfare Awards 2013 Nominado Filmfare Award Best Film Vicky Donor Compartido con: Sunil Lulla · Ronnie Lahiri · Ram Mirchandani 2007 Nominado Filmfare Award Best Supporting Actor Baabul 2007 Nominado Filmfare Award Best Performance by an Actor in a Negative Role Zinda 2005 Nominado Filmfare Award Best Performance by an Actor in a Villainous Role Dhoom', 'Awards of the International Indian Film Academy 2013 Nominado Popular Award Best Picture Vicky Donor Compartido con: Ronnie Lahiri 2012 Nominado Special Award Star Plus Hottest Pair Desi Boyz Compartido con: Akshay Kumar 2007 Nominado Popular Award Best Performance by an Actor in a Negative Role Zinda 2006 Nominado Popular Award Best Actor in a Supporting Role Garam Masala 2005 Ganador Popular Award Best Performance by an Actor in a Negative Role Dhoom', ""Zee Cine Awards 2024 Nominado Jury's Choice Award Best Performance by an Actor in a Negative Role Pathaan 2012 Nominado Special Award Male International Icon 2007 Nominado Popular Award Best Performance By an Actor in a Negative Role Zinda 2005 Ganador Popular Award Best Performance by an Actor in a Villainous Role Dhoom"", 'National Film Awards, India 2013 Ganador Golden Lotus Award Best Popular Film Providing Wholesome Entertainment Vicky Donor Compartido con: Shoojit Sircar', ""Bollywood Awards 2007 Nominado Bollywood Movie Award Best Supporting Actor Baabul 2005 Nominado Bollywood Movie Award Best Actor in a Villain's Role Dhoom 2004 Ganador Bollywood Movie Award Best Debutant - Male El lado oscuro del deseo""]), ('Manoj Bajpayee', '1969', ['Reparto', 'Producción', 'Música'], ['Gangs of Wasseypur', 'Satya', 'Aks'], [""Filmfare Awards 2024 Nominado Critics' Awards Best Actor Joram 2017 Ganador Critics' Awards Best Actor Aligarh Tied with Shahid Kapoor for Udta Punjab (2016) 2017 Ganador Short Film Award Best Actor in a Short Film Taandav 2013 Nominado Filmfare Award Best Actor Gangs of Wasseypur 2011 Nominado Filmfare Award Best Supporting Actor Raajneeti 7 más"", 'Awards of the International Indian Film Academy 2022 Nominado IIFA Award Best Actor in a Leading Role - Male Bhonsle 2013 Nominado Popular Award Best Actor in a Leading Role Gangs of Wasseypur 2011 Nominado Popular Award Best Actor in a Supporting Role Raajneeti 2011 Nominado Popular Award Best Performance by an Actor in a Negative Role Raajneeti 2002 Nominado Popular Award Best Performance by an Actor in a Negative Role Aks 1 más', ""Zee Cine Awards 2024 Ganador Jury's Choice Award Best Actor - OTT Sirf Ek Bandaa Kaafi Hai 2017 Nominado Critics Choice Award Best Actor Aligarh 2012 Nominado Critics Choice Award Best Villain Aarakshan 2011 Nominado Popular Award Best Performance by an Actor in a Negative Role Raajneeti 2003 Nominado Popular Award Best Performance By an Actor in a Negative Role Road 3 más"", 'National Film Awards, India 2020 Ganador Silver Lotus Award Best Actor Bhonsle 2004 Ganador Special Jury Award Special Jury Award Pinjar: Beyond Boundaries... For his portrayal of the dilemma of a man caught between the dictates of his community and his love for his wife. 1999 Ganador Silver Lotus Award Best Supporting Actor Satya', 'New York Indo-American Arts Council Film Festival 2018 Ganador Festival Award Best Actor Gali Guleiyan']), ('Tusshar Kapoor', '1976', ['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección'], ['Golmaal: Fun Unlimited', 'Golmaal Returns', 'Golmaal 3'], ['Filmfare Awards 2009 Nominado Filmfare Award Best Supporting Actor Golmaal Returns 2007 Nominado Filmfare Award Best Comic Actor Golmaal: Fun Unlimited', 'Awards of the International Indian Film Academy 2009 Nominado Popular Award Best Performance in a Comic Role Golmaal Returns 2007 Ganador Popular Award Best Comic Actor Golmaal: Fun Unlimited', 'Zee Cine Awards 2008 Nominado Popular Award Best Comic Actor Dhol 2007 Nominado Popular Award Best Comic Actor Golmaal: Fun Unlimited 2002 Ganador Popular Award Best Debut - Male Mujhe Kucch Kehna Hai', 'Bollywood Awards 2007 Nominado Bollywood Movie Award Best Comic Actor Golmaal: Fun Unlimited 2002 Ganador Bollywood Movie Award Best Debut Actor Mujhe Kucch Kehna Hai', ""People's Choice Awards, India 2012 Nominado Movie Award Favourite Ensemble Cast The Dirty Picture Compartido con: Vidya Balan · Emraan Hashmi · Naseeruddin Shah · Rajesh Sharma · Mangala Kenkre · Anju Mahendru · 2001 Nominado People's Choice Award Best Male Debut Mujhe Kucch Kehna Hai""]), ('Kangana Ranaut', '1987', ['Reparto', 'Dirección', 'Producción'], ['Queen', 'Tanu Weds Manu Returns', 'Tanu Weds Manu'], [""Filmfare Awards 2021 Nominado Filmfare Award Best Actress Panga 2020 Nominado Filmfare Award Best Actress Manikarnika 2020 Nominado Critics' Awards Best Actress Judgementall Hai Kya 2018 Nominado Critics' Awards Best Actress Rangoon 2016 Ganador Critics' Awards Best Actress Tanu Weds Manu Returns 5 más"", 'Awards of the International Indian Film Academy 2016 Nominado Popular Award Best Actress in a Leading Role Tanu Weds Manu Returns 2015 Ganador Popular Award Best Actress in a Leading Role Queen 2014 Nominado Popular Award Best Actress in a Supporting Role Krrish 3 2012 Nominado Popular Award Best Actress in a Leading Role Tanu Weds Manu 2009 Ganador Popular Award Best Actress in a Supporting Role Fashion 2 más', ""Zee Cine Awards 2020 Nominado Jury's Choice Award Best Actress Manikarnika 2016 Nominado Popular Award Best Actress Tanu Weds Manu Returns 2016 Nominado Critics Choice Award Best Actress Tanu Weds Manu Returns 2014 Nominado Popular Award Best Actress in a Supporting Role Krrish 3 2012 Nominado Popular Award Best Actress Tanu Weds Manu 2 más"", 'National Film Awards, India 2020 Ganador Silver Lotus Award Best Actress ManikarnikaPanga 2016 Ganador Silver Lotus Award Best Actress Tanu Weds Manu Returns For her dynamic portrayal of two contrast characters, laced with mirth and charm. 2015 Ganador Silver Lotus Award Best Actress Queen For an endearingly etched out performance that is grounded in contextual specificity and at the same time is disarmingly spontaneous as to appear almost improvisatory. 2009 Ganador Silver Lotus Award Best Supporting Actress Fashion For compelling portrayal of a down and out super model that enriches the impact of the film.', 'Apsara Film Producers Guild Awards 2016 Nominado Apsara Award Best Actress Tanu Weds Manu Returns 2015 Nominado Apsara Award Best Actress - Movie Queen 2015 Nominado Apsara Award Dialogue of the year Queen Main india se hoon, Rajouri. Rajouri suna hai? Apne honeymoon pe akele aayi hoon! Compartido con: Anvita Dutt 2014 Nominado Apsara Award Best Actress In A Supporting Role Krrish 3 2012 Nominado Apsara Award Best Actress - Movie Tanu Weds Manu 1 más']), ('Sonu Sood', '1973', ['Reparto', 'Producción', 'Dirección'], ['Dabangg', 'Jodhaa Akbar', 'Dookudu'], ['Filmfare Awards 2009 Nominado Filmfare Award Best Supporting Actor Jodhaa Akbar', 'Awards of the International Indian Film Academy 2011 Ganador Popular Award Best Performance by an Actor in a Negative Role Dabangg 2009 Nominado Popular Award Best Actor in a Supporting Role Jodhaa Akbar', ""Zee Cine Awards 2019 Nominado Jury's Choice Award Best Performance by an Actor Negative Role Simmba 2011 Nominado Popular Award Best Performance by an Actor in a Negative Role Dabangg"", 'Apsara Film Producers Guild Awards 2011 Ganador Apsara Award Best Performance by an Actor in a Negative Role Dabangg 2009 Nominado Apsara Award Best Actor In A Supporting Role Jodhaa Akbar', 'Filmfare Awards South 2012 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Kandireega 2010 Ganador Filmfare Award - Telugu Film Industry Best Supporting Actor Arundhati']), ('Ronit Roy', '1965', ['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección'], ['2 States', 'Kaabil', 'Udaan'], ['Filmfare Awards 2015 Nominado Filmfare Award Best Supporting Actor 2 States 2011 Ganador Filmfare Award Best Supporting Actor Udaan', 'Awards of the International Indian Film Academy 2015 Nominado Popular Award Best Actor in a Supporting Role 2 States 2011 Nominado Popular Award Best Performance by an Actor in a Negative Role Udaan', ""Zee Cine Awards 2018 Nominado Jury's Choice Award Best Negative Role Kaabil 2011 Ganador Popular Award Best performance by an Actor in a Negative Role Udaan"", 'Apsara Film Producers Guild Awards 2015 Ganador Apsara Award Best Actor - TV Itna Karo Na Mujhe Pyaar Shared the award with Mohit Raina 2015 Nominado Apsara Award Best Actor in a Supporting Role - Movie 2 States 2011 Nominado Apsara Award Best Performance by an Actor in a Negative Role Udaan 2011 Nominado Apsara Award Best Actor - TV Bandini 2006 Nominado Apsara Award Best Actor - TV Kyunki Saas Bhi Kabhi Bahu Thi 1 más', 'Indian Television Academy Awards, India 2016 Nominado Indian Television Academy Award Best Actor - Drama Adaalat (Season 2) 2009 Ganador Indian Television Academy Award Best Actor - Drama Bandini 2004 Ganador Indian Television Academy Award Best Actor - Popular Kyunki Saas Bhi Kabhi Bahu Thi 2003 Ganador Indian Television Academy Award Best Actor - Popular Kyunki Saas Bhi Kabhi Bahu Thi']), ('Mahesh Manjrekar', '1953', ['Guion', 'Producción', 'Reparto'], ['Kaante', 'Slumdog Millionaire', 'Astitva'], ['Filmfare Awards 2003 Nominado Filmfare Award Best Comic Actor Kaante 2000 Nominado Filmfare Award Best Director Vaastav: The Reality', 'Awards of the International Indian Film Academy 2000 Nominado Popular Award Best Director Vaastav: The Reality', 'Zee Cine Awards 2003 Nominado Popular Award Best Actor in a Supporting Role Kaante', 'National Film Awards, India 2001 Ganador Silver Lotus Award Best Regional Film (Marathi) Astitva Compartido con: Jhamu Sughand', 'Bollywood Awards 2003 Nominado Bollywood Movie Award Best Comic Actor Kaante 2003 Nominado Bollywood Movie Award Best Supporting Actor Kaante']), ('Raju Mavani', '1957', ['Reparto', 'Producción', 'Dirección'], ['Surakshaa', 'Ram Aur Shyam', 'Iski Topi Uske Sarr'], 'NULL'), ('Arif Zakaria', '1966', ['Reparto', 'Producción', 'Reparto'], ['Raazi', 'Mi nombre es Khan', 'War'], 'NULL')]"
tt31806125,"[('Wang Wang', 'NULL', ['Reparto', 'Dirección', 'Guion'], ['su papel en Never', 'Until the End of Time', 'Missing is a knife'], ['Accolade Competition 2024 Ganador Award of Excellence Film Short Never 2024 Ganador Award of Excellence Editing Never 2024 Ganador Award of Merit Special Mention Art Direction Never', 'Best Shorts Competition 2023 Ganador Award of Merit Film Short Never 2023 Ganador Award of Merit Leading Actor Never', 'IndieFEST Film Awards 2023 Ganador Award of Excellence Film Short Never 2023 Ganador Award of Merit Special Mention Direction Never', 'International Open Film Festival (IOFF) 2024 Ganador Best Award Best Short Film Never', 'Cinema World Fest Awards 2024 Ganador Award of Recognition Best Drama, Short Never 2024 Ganador Award of Merit Best Actor Never']), ('Xiang Li', 'NULL', ['Reparto', 'Reparto'], ['su papel en Never', 'Missing is a knife'], 'NULL')]"
tt2849536,"[('Nick Liam Heaney', 'NULL', ['Reparto', 'Producción', 'Reparto'], ['su papel en Zero Day, Urgencias', 'Dead Drop'], 'NULL'), ('Brian McNamara', '1960', ['Reparto', 'Producción', 'Dirección'], ['Army Wives', 'Navy: Investigación criminal', 'Aracnofobia'], 'NULL'), ('Basil Hoffman', '1938', ['Reparto', 'Equipos adicionales', 'Reparto'], ['The box', '¡Ave, César!', 'The Artist'], ['Couch Film Festival 2022 Ganador Best Actor Best Actor Third Act', 'Hollywood International Moving Pictures Film Festival 2019 Ganador HIMPFF Award Best Actor Mr. Roberts', 'Bloodstained Indie Film Festival 2019 Ganador Festival Award Best Actor Mr. Roberts', 'Beverly Hills Shorts Festival 2009 Ganador Best Actor Best Actor Old Dogs', 'Global Film Festival Awards 2022 Ganador Global Film Festival Award Best Ensemble Cast Third Act Compartido con: Jodi Lynn Thomas · Kelsey Leos Montoya · Kristin K. Berg · Vic Browder · Keith Allen West · Doug Montoya · · ·']), ('John Cothran', '1947', ['Reparto', 'Producción', 'Reparto'], ['Di que sí', 'Black Snake Moan', 'Rango'], 'NULL'), ('Konstantin Lavysh', 'NULL', ['Reparto', 'Equipos adicionales', 'Producción'], ['su papel en Power Book IV: Force', 'Call of Duty: Modern Warfare', 'The Americans'], 'NULL'), ('Jerry Marr', 'NULL', ['Reparto', 'Producción', 'Reparto'], ['su papel en A Better Life, Once in a Blue Moon y Fragments'], 'NULL'), ('Jessica Hayes', 'NULL', ['Reparto', 'Reparto'], ['su papel en Dead Drop', 'A-Holes Anonymous', 'Hey Girl!'], 'NULL'), ('Alexandria Provenghi', 'NULL', ['Reparto', 'Reparto'], ['su papel en Zulu Six: Revelations', 'Navy SEALS v Demons', 'Dead Drop'], 'NULL'), ('Leann Van Mol', 'NULL', ['Reparto', 'Reparto'], ['su papel en The Downside of Bliss', 'Smuggling in Suburbia', 'After Lately'], 'NULL'), ('Ben Whitehair', 'NULL', ['Reparto', 'Equipo ejecutivo', 'Reparto'], 'NULL', 'NULL')]"
tt30755280,"[('Stanescu Motatu Demetrio Leonidas', '1974', ['Dirección', 'Reparto', 'Guion'], ['Un-Mirrored', 'Dawn of Spectral Darkness, Ghaar', 'Dawn of Spectral Darkness'], ['Alternative Film Festival 2021 Ganador Spring Award Quarantine Film Dawn of Spectral Darkness', 'Lift-Off Global Network, London 2020 Nominado Best Short Film International Short Live Action Narratives Memories of SorrowSupernova 2020 Nominado Best Short Film International Coffee with my friend Jojo 2020 Nominado Best Short Film International Kim Eng Chicken Rice 2020 Nominado Best Short Film International Jojo in South of Spain 2020 Nominado Best Short Film International Under Deep Waters 4 más', 'L.A. Neo Noir Novel, Film & Script Festival 2019 Nominado Honorable Mention Best Neo Noir Actor Dark Dawn in Tokyo 2019 Ganador Most Iconic Neo Noir Actor Best Neo Noir Actor Memories of Sorrow', 'Top Shorts Film Festival 2019 Nominado September Award Best Supporting Actor Memories of Sorrow', 'Diverse Voices 2022 Ganador Festival Prize Quarter Finalist Local-ized'])]"
