0,1
tt14247286,"[('Ilenia Pastorelli', '1985', ['Reparto', 'Reparto'], ['Le llamaban Jeeg Robot', 'Bendita locura', 'Dark Glasses'], 'NULL'), ('Matilde Gioli', '1989', ['Reparto', 'Reparto'], ['El capital humano', ""Gli uomini d'oro"", 'Runner'], [""Italian National Syndicate of Film Journalists 2020 Nominado Silver Ribbon Best Supporting Actress (Migliore Attrice Non Protagonista) Gli uomini d'oro 2014 Ganador Guglielmo Biraghi Award El capital humano"", 'CinEuphoria Awards 2024 Nominado CinEuphoria Best Actress in a Short Film - International Competition Frammenti', 'BIFEST - Bari International Film Festival 2014 Ganador Italian Competition Award Best Supporting Actress El capital humano', 'Golden Ciak Awards 2014 Nominado Golden Ciak Best Supporting Actress (Migliore Attrice Non Protagonista) El capital humano', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Giuseppe Maggio', '1992', ['Reparto', 'Banda sonora', 'Reparto'], ['Explota, explota', 'En el mejor momento', 'Un amore così grande'], 'NULL'), ('Matteo Martari', '1983', ['Reparto', 'Reparto'], ['Los Médici: Señores de Florencia', 'A un paso del cielo', 'Mal genio'], 'NULL'), ('Marta Gastini', '1989', ['Reparto', 'Producción', 'Guion'], ['El rito', 'Drácula 3D', 'Borgia'], ['Giffoni Film Festival 2014 Ganador Giffoni Award Explosive Talent', 'Italian National Syndicate of Film Journalists 2011 Nominado Silver Ribbon Best Supporting Actress (Migliore Attrice Non Protagonista) El rito', ""Venice Film Festival 2011 Nominado L'Oreal Paris Award El rito"", 'California Film Awards 2013 Ganador Grand Winner Best Actress Tanith', ""Golden Ciak Awards 2021 Nominado Golden Ciak Best Performance in a Tv-series (Protagonista dell'anno in una serie Tv) Tutta colpa di Freud""]), ('Flavio Furno', '1986', ['Reparto', 'Reparto'], ['Il candidato', 'Mujer y marido', 'Per amore del mio popolo'], 'NULL'), ('Nicola La Gioia', 'NULL', ['Reparto', 'Reparto'], ['su papel en 4 mitades', 'Indro'], 'NULL'), ('Armando Quaranta', 'NULL', ['Reparto', 'Reparto'], ['su papel en Cero', '4 mitades', 'Te presento a Sofía'], 'NULL'), ('Marta Malvestiti', 'NULL', ['Reparto', 'Reparto'], ['su papel en 4 mitades'], 'NULL'), ('Tommaso Basili', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ferrari', 'Ottoman Rising', 'Lamborghini: El hombre detrás de la leyenda'], 'NULL')]"
tt13067244,"[('Donnie Pierre', '1982', ['Reparto', 'Dirección', 'Producción'], ['Stuck in the Cycle', 'Philosophy of Hate', ""Bryan Matthew Ward's Voyeur""], 'NULL')]"
tt15021154,"[('Ashraf Barhom', '1979', ['Reparto', 'Equipos adicionales', 'Reparto'], ['La sombra del reino', 'Coriolanus', 'Furia de titanes'], 'NULL'), ('Jwan Alqatami', 'NULL', ['Reparto', 'Reparto'], ['su papel en Exodus'], 'NULL'), ('Isa Aouifia', '1974', ['Reparto', 'Guion', 'Banda sonora'], ['Taelgia', 'Exodus', 'Heder'], 'NULL'), ('Leis Yasin', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ring mamma!', 'The Detective from Beledweyne (Serie de TV', 'Exodus'], 'NULL'), ('Khaled Alqatami', 'NULL', ['Reparto', 'Reparto'], ['su papel en Exodus'], 'NULL'), ('Olle Wirenhed', '1971', ['Producción', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección'], ['Fikon', 'Pojkarna', 'Index'], ['Antalya Golden Orange Film Festival 2015 Ganador International Competition Best Screenplay Award Pojkarna Compartido con: Alexandra-Therese Keining · Helena Wirenhed', 'Drama Short Film Festival 2019 Ganador Golden Dionysus Award Best Fiction Film (National) Index Compartido con: Nicolas Kolovos · Helena Wirenhed 2015 Ganador Best Fiction Film (National) Best Film Fikon Compartido con: Nicolas Kolovos', 'Hellenic Film Academy Awards 2020 Nominado Hellenic Film Academy Award Best Film To thavma tis thalassas ton Sargasson Compartido con: Maria Drandaki · Titus Kreyenberg · Ellen Havenith · Anthony Muir 2016 Ganador Hellenic Film Academy Award Best Short Film Fikon Compartido con: Nicolas Kolovos', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']), ('Antonis Tsiotsiopoulos', 'NULL', ['Reparto', 'Guion', 'Equipos adicionales'], ['su papel en Magnitika pedia', 'W', '5pm Seaside'], ['Drama Short Film Festival 2022 Ganador Best Actor 5pm Seaside', 'Athens International Film Festival 2022 Ganador Best Male Performance Award Best Actor 5pm Seaside', 'Hellenic Film Academy Awards 2022 Nominado Hellenic Film Academy Award Best Actor Magnitika pedia 2022 Ganador Hellenic Film Academy Award Best Screenplay Magnitika pedia Compartido con: Yorgos Goussis · Elena Topalidou', 'Grand Off World Independent Film Awards 2016 Nominado Grand OFF Award Best Actor A Buddy Already Dead', 'Mostra de Curtas Noia 2020 Ganador Jury Award Best Actor W 2020 Ganador Jury Award Best Actor W']), ('Nasim Alatras', 'NULL', ['Dirección', 'Reparto', 'Guion'], ['su papel en O askos tou Aiolou', 'Exodus'], 'NULL'), ('Andreas Zikoulis', 'NULL', ['Reparto', 'Reparto'], ['su papel en Sta syrmata', 'Abejas Salvajes', 'Eteros ego'], 'NULL'), ('Valentina Hilani', 'NULL', ['Reparto', 'Reparto'], ['su papel en Exodus'], 'NULL')]"
tt1590796,"[('Tak Sakaguchi', '1975', ['Reparto', 'Equipos adicionales', 'Especialistas'], ['Versus', 'Sakigake!! Otokojuku', 'Gokudô heiki'], 'NULL'), ('Asami', '1985', ['Reparto', 'Efectos especiales', 'Banda sonora'], 'NULL', 'NULL'), ('Naoto Takenaka', '1956', ['Reparto', 'Música', 'Dirección'], ['Munô no hito', '119', 'Shall We Dance?'], ['Hochi Film Awards 1991 Ganador Hochi Film Award Best New Director Munô no hito', 'Awards of the Japanese Academy 2001 Nominado Award of the Japanese Academy Best Actor Actor secundario 1998 Nominado Award of the Japanese Academy Best Actor Tokyo biyori 1998 Nominado Award of the Japanese Academy Best Director Tokyo biyori 1997 Ganador Award of the Japanese Academy Best Supporting Actor Shall We Dance? 1996 Ganador Award of the Japanese Academy Best Supporting Actor East Meets West 5 más', 'Nantes Three Continents Festival 1997 Nominado Golden Montgolfiere Tokyo biyori 1991 Ganador Special Jury Award Munô no hito Tied with Mama (1990). 1991 Ganador Award of the City of Nantes Munô no hito Tied with Mama (1990). 1991 Nominado Golden Montgolfiere Munô no hito', 'Venice Film Festival 1991 Ganador FIPRESCI Prize Parallel Sections Munô no hito', ""Kinema Junpo Awards 1996 Ganador Kinema Junpo Award Best Supporting Actor East Meets West Tied with Mickey Curtis for Kamikaze takushî (1995). 1995 Ganador Readers' Choice Award Best Film 119""]), ('Yoshihiro Nishimura', '1967', ['Maquillaje', 'Efectos especiales', 'Producción'], ['Tôkyô zankoku keisatsu', 'Kodoku: Mîtobôru mashin', 'The ABCs of Death'], ['Chicago International Film Festival 2012 Nominado Gold Hugo After Dark Competition The ABCs of Death Compartido con: Kaare Andrews · Angela Bettis · Adrian Garcia Bogliano · Bruno Forzani · Hélène Cattet · Ernesto Díaz Espinoza · · · · · · · · · · · · · · · · · · · ·', 'Fantasia Film Festival 2009 Nominado Guru Prize for Most Energetic Film Vampire Girl vs. Frankenstein Girl Tied with Fireball (2009). Compartido con: Naoyuki Tomomatsu 2008 Ganador Best Asian Film Best Film Tôkyô zankoku keisatsu', 'Puchon International Fantastic Film Festival 2008 Ganador European Fantastic Film Festival Federation Asian Award - Special Mention Tôkyô zankoku keisatsu', 'Molins Film Festival 2017 Nominado Audience Award Being Different Kodoku: Mîtobôru mashin', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Noboru Iguchi', '1969', ['Dirección', 'Guion', 'Reparto'], ['The ABCs of Death', 'Kataude mashin gâru', 'Sentô shôjo: Chi no tekkamen densetsu'], 'NULL'), ('Yumi Sugimoto', '1989', ['Reparto', 'Banda sonora', 'Reparto'], ['Enjin sentai Gôonjâ', 'Samurai sentai Shinkenjâ tai Gôonjâ Ginmakuban!', 'Kaizoku sentai Gôkaijâ'], 'NULL'), ('Hikaru Shida', 'NULL', ['Reparto', 'Reparto'], ['su papel en Sentô shôjo: Chi no tekkamen densetsu', 'Robo-geisha', 'Oz Academy'], 'NULL'), ('Kanji Tsuda', '1965', ['Reparto', 'Dirección', 'Guion'], ['La maldición (The grudge', 'Zatoichi', 'Hana-bi'], 'NULL'), ('Cay Izumi', '1986', ['Reparto', 'Equipos adicionales', 'Reparto'], ['Tôkyô zankoku keisatsu', 'Sentô shôjo: Chi no tekkamen densetsu', 'Robo-geisha'], 'NULL'), ('Suzuka Morita', '1992', ['Reparto', 'Reparto'], ['Kamen Raidâ × Sûpâ Sentai × Uchû Keiji: Supâ Hîrô Taisen Z', 'Samurai Sentai Shinkenjâ', 'Uchû Keiji Gyaban vs'], 'NULL')]"
tt10681656,"[('Jirí Langmajer', '1966', ['Reparto', 'Banda sonora', 'Reparto'], ['El idiota', 'Ordinace v ruzové zahrade', 'Pravidla lzi'], 'NULL'), ('Ivana Chýlková', '1963', ['Reparto', 'Banda sonora', 'Reparto'], ['Díky za kazdé nové ráno', 'Cas sluhu', 'Prítelkyne z domu smutku'], 'NULL'), ('Lucie Zácková', '1978', ['Reparto', 'Reparto'], ['Kobry a uzovky', 'Karamazovi', 'Rapl'], 'NULL'), ('Iva Janzurová', '1941', ['Reparto', 'Banda sonora', 'Reparto'], ['Ene bene', 'Výlet', 'Co chytnes v zite'], [""Art Film Festival 1999 Ganador Actor's Mission Award"", 'Czech Lions 2020 Nominado Czech Lion Best Actress (Zenský herecký výkon v hlavní roli) Teroristka 2003 Ganador Czech Lion Best Actress (Zenský herecký výkon v hlavní roli) Výlet 2001 Nominado Czech Lion Best Actress (Zenský herecký výkon v hlavní roli) Ene bene 1999 Ganador Czech Lion Best Actress (Zenský herecký výkon v hlavní roli) Co chytnes v zite', ""Karlovy Vary International Film Festival 2015 Ganador Festival President's Award For outstanding contribution to Czech cinema."", 'Pilsen Film Festival 1999 Ganador Audience Award Best Actress Co chytnes v zite', 'Sochi International Film Festival 2000 Ganador Best Actress Ene bene Tied with Tinna Gunnlaugsdóttir for Ungfrúin góða og húsið (1999).']), ('Pavel Nový', '1948', ['Reparto', 'Reparto'], ['Amadeus', 'Bába z ledu', 'Amerika'], 'NULL'), ('Martin Pechlát', '1974', ['Reparto', 'Banda sonora', 'Reparto'], ['Odpad mesto smrt', 'Okupace', 'Atlas ptáku'], 'NULL'), ('Andrej Polák', '1979', ['Reparto', 'Reparto'], ['Operación Anthropoid', 'Whiskey Cavalier', 'El pájaro pintado'], 'NULL'), ('Karolína Lipowská', '2005', ['Reparto', 'Reparto'], ['The Show', 'Chlap na strídacku', 'Bajkeri'], 'NULL'), ('Oliver Vyskocil', 'NULL', ['Reparto', 'Reparto'], ['su papel en Chlap na strídacku', 'Jedna rodina', 'Bábovky'], 'NULL'), ('Tereza Taliánová', '2005', ['Reparto', 'Reparto'], ['Chlap na strídacku', 'Spindl', 'Spindl 2'], 'NULL')]"
tt1649783,"[('Ace Malik', 'NULL', ['Reparto', 'Reparto'], ['su papel en Nightfall: Second World III', 'Second World: Blood, Fire and Smoke'], 'NULL'), ('Altorro Prince Black', 'NULL', ['Reparto', 'Dirección', 'Casting'], ['su papel en Boundary', 'House of Cards', 'City of Lost Souls'], [""LA Web Fest 2011 Ganador Outstanding Achievement Award Outstanding Lead Actor In A Mockumentary Series Sista Wives: Jacob's House"", ""World Music and Independent Film Festival 2015 Nominado Festival Award Best Actor - Feature Film Bachelorette's Degree 2015 Nominado Festival Award Best Director - Feature Film Bachelorette's Degree 2013 Ganador Festival Award Best Supporting Actor in a Short Film / DMV Table for Three 2013 Nominado Festival Award Best Supporting Actor in a Feature / DMV Dead Reckoning"", 'Television, Internet and Video Association of DC (TIVA-DC) Peer Awards 2016 Ganador Peer Award Acting on Camera - Fiction, Male City of Lost Souls 2016 Ganador Peer Award Acting on Camera - Fiction, Male Reunion', 'Hot Media International Film Festival, US 2012 Ganador Festival Award Best Supporting Actor', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Amanda Zielsdorf', 'NULL', ['Reparto', 'Reparto'], ['su papel en Second World: Blood, Fire and Smoke'], 'NULL'), ('Aries Zeng', 'NULL', ['Reparto', 'Reparto'], ['su papel en Second World: Blood, Fire and Smoke'], 'NULL'), ('Bailey R. Center', 'NULL', ['Reparto', 'Reparto'], ['su papel en E-Preeti', 'Nightfall: Second World III', 'Clowns'], 'NULL'), ('Brandon Dorsey', 'NULL', ['Reparto', 'Vestuario', 'Producción'], ['su papel en Cat Fight', 'Nightfall: Second World III', 'Second World: Blood, Fire and Smoke'], 'NULL'), ('Brandon Michaux', 'NULL', ['Reparto', 'Reparto'], ['su papel en Haze', 'Sons of the City', 'Second World: Blood, Fire and Smoke'], 'NULL'), ('Briyan Moreno', 'NULL', ['Reparto', 'Reparto'], [""su papel en Bachelorette's Degree"", 'Dead Reckoning', 'Second World: Blood, Fire and Smoke'], 'NULL'), ('Carl Allen', 'NULL', ['Reparto', 'Reparto'], ['su papel en 6 Nonsmokers', 'Second World: Blood, Fire and Smoke'], 'NULL'), ('Carl L. Allen', 'NULL', ['Reparto', 'Reparto'], ['su papel en Second World: Blood, Fire and Smoke'], 'NULL')]"
tt10022482,"[('Bianca Boyd', 'NULL', ['Reparto', 'Reparto'], ['su papel en Standing Up for Sunny', 'Rip Tide', 'The Secret Letters Project'], 'NULL'), ('Sophie Lowe', 'NULL', ['Reparto', 'Edición', 'Producción'], ['Derribad al hombre', 'Medieval', 'The Dive'], ['Film Critics Circle of Australia Awards 2010 Nominado FCCA Award Best Supporting Actor - Female Beautiful Kate', 'Australian Film Institute 2009 Nominado AFI Award Best Lead Actress Beautiful Kate', 'Screen Music Awards, Australia 2010 Nominado Screen Music Award Best Original Song Composed for a Feature Film, Telemovie, TV Series or Mini-Series Road Train Compartido con: Rafael May', 'The Equity Ensemble Awards 2012 Ganador The Equity Award Outstanding Performance by an Ensemble in a Mini-series or Telemovie The Slap Compartido con: Raffaele Costabile · Blake Davis · Essie Davis · Alex Dimitriades · Melissa George · Diana Glenn · · · · · · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Nicola Panopoulos', 'NULL', ['Reparto', 'Reparto'], ['su papel en Deluge'], 'NULL'), ('Tysan Towney', '1989', ['Reparto', 'Reparto'], ['The Leftovers', 'Cleverman', 'Carpark Clubbing'], 'NULL'), ('Skye Wansey', 'NULL', ['Reparto', 'Reparto'], ['su papel en Chopper', 'Farscape', 'Top of the Lake'], 'NULL')]"
tt3361856,"[('Vin Hawke', 'NULL', ['Reparto', 'Reparto'], ['Battle Over Britain', 'The Terror', 'Cobra'], 'NULL'), ('Alessandra Munez', 'NULL', ['Reparto', 'Reparto'], ['Audax', 'Turquoise'], 'NULL'), ('Katie Burgess', 'NULL', ['Reparto', 'Reparto'], ['Audax', 'Emmerdale', 'The Wedding'], 'NULL'), ('James George Ford', 'NULL', ['Reparto', 'Equipos adicionales', 'Reparto'], ['Audax', 'El secreto de la isla', ""It's a Love Thing""], 'NULL'), ('Jason Rivers', 'NULL', ['Reparto', 'Especialistas', 'Reparto'], ['The 7th Day', 'The Fantastic Colourful Circus', 'Buttoned Up'], 'NULL'), ('David Galbraith', 'NULL', ['Reparto', 'Reparto'], ['Audax', 'Frank Finds Out', 'October Road'], 'NULL'), ('Lilian Tsang', 'NULL', ['Reparto', 'Reparto'], ['En realidad, nunca estuviste aquí', 'Audax', 'Unexpected Reunion'], 'NULL'), ('Cristina Neacsu', 'NULL', ['Reparto', 'Reparto'], ['Audax', 'The Ipanema File y Wuthering Heights'], 'NULL'), ('Scott Aldred', 'NULL', ['Reparto', 'Reparto'], ['Audax', ""Britain's Biggest Heists""], 'NULL'), ('Hannah Cowsill', 'NULL', ['Reparto', 'Reparto'], ['Audax', 'Girl Shaped Love Drug', 'Round in Circles'], 'NULL')]"
tt1155076,"[('Jaden Smith', '1998', ['Reparto', 'Composición', 'Dirección'], ['The Karate Kid', 'After Earth', 'En busca de la felicidad'], ['Academy of Science Fiction, Fantasy & Horror Films, USA 2009 Ganador Saturn Award Best Performance by a Younger Actor Ultimátum a la Tierra', 'BET Awards 2017 Nominado BET Award YoungStars Award The Get Down 2015 Nominado BET Award YoungStars Award 2014 Nominado BET Award YoungStars Award 2013 Nominado BET Award YoungStars Award 2011 Ganador BET Award YoungStars Award', 'Critics Choice Awards 2007 Nominado Critics Choice Award Best Young Actor En busca de la felicidad', 'Grammy Awards 2022 Nominado Grammy Album of the Year For ""Justice (Triple Chucks Deluxe)"" Compartido con: Justin Bieber · Ido Zmishlany · Andrew Watt · Trackz · Jake Torrey · Skrillex · Shndo · Poo Bear · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · ·', 'Image Awards (NAACP) 2011 Nominado Image Award Outstanding Actor in a Motion Picture The Karate Kid 2007 Nominado Image Award Outstanding Supporting Actor in a Motion Picture En busca de la felicidad']), ('Jackie Chan', '1954', ['Producción', 'Reparto', 'Especialistas'], ['Who Am I? (¿Quién soy?', 'Hora punta', 'Armas invencibles'], ['Academy Awards, USA 2017 Ganador Honorary Award An international film star who has captivated millions with his wit, boundless energy and unparalleled athletic artistry.', ""Asia-Pacific Film Festival 2010 Ganador Outstanding Achievement Award 2005 Ganador Special Jury Award 1993 Ganador Lifetime Achievement Award This honor was (likely) given to the youngest person ever at any world wide 'lifetime achievement awards'."", 'Blockbuster Entertainment Awards 2001 Nominado Blockbuster Entertainment Award Favorite Action Team (Internet Only) Shanghai Kid: Del Este al Oeste Compartido con: Owen Wilson 1999 Ganador Blockbuster Entertainment Award Favorite Duo - Action/Adventure Hora punta Compartido con: Chris Tucker', 'Cinequest San Jose Film Festival 1998 Ganador Maverick Tribute Award', 'Daytime Emmy Awards 2002 Nominado Daytime Emmy Outstanding Performer in an Animated Program Las aventuras de Jackie Chan For playing himself.']), ('Taraji P. Henson', '1970', ['Reparto', 'Producción', 'Dirección'], ['El curioso caso de Benjamin Button', 'Figuras ocultas', 'Hustle & Flow'], ['Academy Awards, USA 2009 Nominado Oscar Best Performance by an Actress in a Supporting Role El curioso caso de Benjamin Button', 'Academy of Science Fiction, Fantasy & Horror Films, USA 2017 Nominado Saturn Award Best Actress Figuras ocultas', 'BET Awards 2019 Nominado BET Award Best Actress Empire 2018 Nominado BET Award Best Actress AcrimonyProud MaryEmpire 2017 Ganador BET Award Best Actress EmpireFiguras ocultas 2016 Ganador BET Award Best Actress Empire 2015 Ganador BET Award Best Actress Sin escrúpulosEmpireEn qué piensan los hombres 2From the Rough 6 más', 'Critics Choice Awards 2009 Nominado Critics Choice Award Best Supporting Actress El curioso caso de Benjamin Button 2009 Nominado Critics Choice Award Best Acting Ensemble El curioso caso de Benjamin Button Compartido con: Brad Pitt · Cate Blanchett · Tilda Swinton · Elias Koteas · Julia Ormond · Jason Flemyng', 'Dallas-Fort Worth Film Critics Association Awards 2008 Nominado DFWFCA Award Best Supporting Actress El curioso caso de Benjamin Button']), ('Wenwen Han', '1995', ['Reparto', 'Reparto'], ['The Karate Kid', 'Ink & Rain', 'Qing Chun Zheng Bu Zou'], 'NULL'), ('Rongguang Yu', '1958', ['Reparto', 'Dirección', 'Producción'], ['Shanghai Kid: Del Este al Oeste', 'The Karate Kid', 'El Mono de Hierro: Iron Monkey'], ['Golden Eagle Awards, China 2008 Nominado Golden Eagle Best Performance by an Actor Lang du hua', 'Chinese American Film Festival (C.A.F.F.) 2013 Ganador Golden Angel TV Award Best Leading Actor Mu fu feng yun', 'Huading Award 2015 Nominado Huading Award Best Actor of The Year For Television Serie', 'The Actors of China 2019 Nominado Male Actor in a Television Drama Best Performance by an Actor-Red Team Mi cha 2019 Ganador Male Actor in a Television Drama Outstanding Actor Mi cha', 'National Top-Notch Television Production Award 2012 Ganador Jury Award Outstanding Actor Mu fu feng yun']), ('Zhensu Wu', 'NULL', ['Reparto', 'Reparto'], ['The Karate Kid', 'Mi shi'], 'NULL'), ('Zhiheng Wang', 'NULL', ['Reparto', 'Reparto'], ['The Karate Kid', 'Regain Love', 'Tin joek yau ching III: Fung foh ga yan'], 'NULL'), ('Zhenwei Wang', '1995', ['Reparto', 'Especialistas', 'Equipos adicionales'], ['The Karate Kid', 'Shang-Chi y la leyenda de los diez anillos', 'Hidden Strike'], 'NULL'), ('Jared Minns', 'NULL', ['Reparto', 'Reparto'], ['The Karate Kid'], 'NULL'), ('Shijia Lü', '1995', ['Especialistas', 'Reparto', 'Especialistas'], ['The Karate Kid', 'El extranjero', 'Atrapa a un ladrón'], 'NULL')]"
tt1548001,"[('Jamie DeWolf', 'NULL', ['Dirección', 'Dirección de fotografía y cámara', 'Edición'], ['Farmly', 'Smoked', 'OK Monster'], 'NULL'), ('Jaylee Alde', 'NULL', ['Reparto', 'Reparto'], ['Smoked'], 'NULL'), ('Eric Jacobus', '1982', ['Guion', 'Dirección', 'Especialistas'], ['God of War', 'God of War: Ragnarök', 'Blindsided: The Game'], ['Filmfare Awards 2020 Nominado Technical Award Best Action Mard Ko Dard Nahin Hota Compartido con: Anand Ram Shetty', 'Toronto After Dark Film Festival 2013 Nominado Audience Award Best International Short Film Rope a Dope', 'Maverick Movie Awards 2009 Nominado Maverick Movie Award Best Stunts: Short The Super Adventures of Steve and Stephen (along with ""The Stunt People"")', 'Nevermore Film Festival 2014 Ganador Audience Award Best US Short Rope a Dope', 'LA Indie Film Fest 2013 Ganador Jury Award Kickass Original Film Rope a Dope']), ('Asher Kennedy', 'NULL', ['Reparto', 'Cámara y electricidad', 'Sonido'], ['Smoked', 'Love Is a Circle', 'OK Monster'], 'NULL')]"
tt26007064,"[('Brandon Bright', 'NULL', ['Reparto', 'Reparto'], [""Rathill, Star from the Shadows y Theo's Tears""], 'NULL'), ('Colby Kipnes', 'NULL', ['Reparto', 'Reparto'], ['Bubble Guppies', 'Fleishman está en apuros', 'Perception'], 'NULL'), ('Griffin Arnold', 'NULL', ['Reparto', 'Reparto'], [""Theo's Tears""], 'NULL'), ('Brynn Hill', 'NULL', ['Reparto', 'Reparto'], [""Friday the 13th Blood Loss, A Vampire's Kiss y Theo's Tears""], 'NULL'), ('Amanda Kristin Cox', 'NULL', ['Reparto', 'Equipos adicionales', 'Reparto'], ['Through Eyes of Grace, USUCC: An Original Zoomsical', 'Theater, Interrupted'], 'NULL'), ('Thom Miller', 'NULL', ['Reparto', 'Reparto'], ['The Mermaid, 39 and a Half', ""Theo's Tears""], 'NULL'), ('Kate Fennessy', 'NULL', ['Reparto', 'Reparto'], [""Theo's Tears""], 'NULL'), ('Juliet Weber', 'NULL', ['Reparto', 'Reparto'], [""Theo's Tears""], 'NULL'), ('Alex Damon', 'NULL', ['Reparto', 'Reparto'], [""Theo's Tears""], 'NULL'), ('Daniel Reshamwala', 'NULL', ['Reparto', 'Cámara y electricidad', 'Reparto'], [""Theo's Tears""], 'NULL')]"
tt1647458,[]
tt10151102,"[('Helmut Bakaitis', '1944', ['Reparto', 'Equipos adicionales', 'Guion'], ['Matrix Reloaded', 'Matrix Revolutions', 'Happy Feet: Rompiendo el hielo'], 'NULL'), ('Caroline Brazier', '1970', ['Reparto', 'Reparto'], ['Rake', 'El territorio de la bestia', 'Mystery Road: Origin'], 'NULL'), ('Andrew Ryan', 'NULL', ['Reparto', 'Producción', 'Guion'], ['Mañana, cuando la guerra empiece', 'Reef Doctors', 'Never Tear Us Apart: The Untold Story of INXS'], 'NULL')]"
