"nombre","año_nacimiento","que_hace","conocido_por","premios","ID_IMDB"
"Yoshinori Okada","1977","['Reparto', 'Reparto']","['Gendai ninkyoden', 'Oto-na-ri', 'Nonchan noriben']","NULL","tt3775202"
"Nana Katase","1981","['Reparto', 'Banda sonora', 'Reparto']","['Death Note: El último nombre', '20th century boys: Cap']","NULL","tt3775202"
"Jin Katagiri","1973","['Reparto', 'Reparto']","['Kamen raidâ Daburu', 'The Quiz Show', 'Kubo Ibuki']","NULL","tt3775202"
"Makita Sports","1970","['Reparto', 'Reparto']","['Outrage', 'Iribito - Ihôjin -', 'Sankaku Mado no Sotogawa wa Yoru']","NULL","tt3775202"
"Muga Tsukaji","1971","['Reparto', 'Reparto']","['Mamiya kyodai', 'Gekijôban Kamen Raidâ Doraibu: Sapuraizu fyûchâ', 'Ousama ni Sasagu Kusuriyubi']","['Awards of the Japanese Academy 2007 Ganador Popularity Award Most Popular Actor Mamiya kyodai', 'Kinema Junpo Awards 2007 Ganador Kinema Junpo Award Best New Actor Mamiya kyodai', 'Mainichi Film Concours 2007 Ganador Sponichi Grand Prize New Talent Award Mamiya kyodai', 'Blue Ribbon Awards 2007 Ganador Blue Ribbon Award Best New Actor Mamiya kyodai', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt3775202"
"Evan Carrington","NULL","['Reparto', 'Producción', 'Guion']","['su papel en Until the End', 'The Wages of Sin', 'The Nurse That Saw the Baby on the Highway']","NULL","tt12976372"
"Davis Haymes","NULL","['Reparto', 'Reparto']","['su papel en Rainy Carolina', 'A Lonely Conversation', 'Diner 57']","NULL","tt12976372"
"Brady Lokey","NULL","['Reparto', 'Reparto']","['su papel en Boothe', 'A Lonely Conversation', 'Mare']","NULL","tt12976372"
"Bethany Paulsen","NULL","['Reparto', 'Dirección', 'Guion']","['su papel en The Space We Fill, Heroes of Edelstein: Grip of Darkness y Liminal Vortices']","NULL","tt12976372"
"Calvin Pozsonyi","NULL","['Reparto', 'Reparto']","['su papel en A Lonely Conversation']","NULL","tt12976372"
"Austin Smith","NULL","['Edición', 'Efectos visuales', 'Dirección']","['su papel en Cold Mind', 'Worm Radio', 'Breathe']","['Top Indie Film Awards 2022 Ganador Jury Prize Best FX Launch 2022 Ganador Jury Prize Best Music Launch 2020 Ganador Summer Award Best Student Film Cold Mind Compartido con: Harrison Dove-Green · Rachel Lebak', 'Short to the Point International Film Festival 2020 Ganador July Award Best Drama Cold Mind Compartido con: Harrison Dove-Green · Rachel Lebak · Kent Corbin · Vince Williams', 'Eurasia International Monthly Film Festival 2020 Ganador August Award Best Film of the Month Cold Mind Compartido con: Harrison Dove-Green · Rachel Lebak · Kent Corbin · Vince Williams', 'South Film and Arts Academy Festival 2022 Ganador Short Film Award Best VFX Launch', 'Canadian Cinematography Awards 2020 Ganador August Award Best Student Director Cold Mind Compartido con: Harrison Dove-Green']","tt12976372"
"Ram Pothineni","1988","['Reparto', 'Música', 'Reparto']","['iSmart Shankar', 'Devadasu', 'Kandireega']","NULL","tt1582584"
"Priya Anand","1986","['Reparto', 'Reparto']","['English Vinglish', 'Leo', '180']","NULL","tt1582584"
"Bindhu Madhavi","1986","['Reparto', 'Música', 'Banda sonora']","['Tamiluku En Ondrai Aluthavum', 'Pakka', 'Veppam']","NULL","tt1582584"
"Arjun Sarja","1962","['Reparto', 'Dirección', 'Guion']","['Irumbu Thirai', 'Mudhalvan', 'Gentleman']","['Filmfare Awards South 2000 Nominado Filmfare Award - Tamil Film Industry Best Actor Mudhalvan', 'South Indian International Movie Awards 2019 Nominado SIIMA - Tamil Best Performance by an Actor in a Negative Role Irumbu Thirai 2018 Nominado SIIMA - Telugu Best Performance by an Actor in a Negative Role Lie 2014 Nominado SIIMA - Tamil Best Performance by an Actor in a Negative Role Kadal 2014 Nominado SIIMA - Kannada Best Actor in a Supporting Role Attahaasa', 'TSR-TV9 National Film Awards 2017 Nominado TSR-TV9 National Film Awards Kannada Best Hero Nibunan For the Kannada Version ""Vismaya (2017)""', 'Tamil Nadu State Film Awards, India 1999 Ganador Creative Award Best Actor Mudhalvan 1993 Ganador Creative Award Best Actor Gentleman', 'Norway Tamil Film Festival 2020 Ganador Tamilar Award Best Supporting Actor Hero']","tt1582584"
"Gracy Singh","1980","['Reparto', 'Música', 'Reparto']","['Lagaan: Érase una vez en la India', 'Munna Bhai M']","['Awards of the International Indian Film Academy 2002 Nominado Popular Award Best Actress in a Leading Role Lagaan: Érase una vez en la India 2002 Ganador Special Award Face of the Year 2002 Ganador Popular Award Best Debut Actress Lagaan: Érase una vez en la India', 'Zee Cine Awards 2002 Ganador Popular Award Best Debut - Female Lagaan: Érase una vez en la India', 'Bollywood Awards 2002 Nominado Bollywood Movie Award Best Debutant - Female Lagaan: Érase una vez en la India', ""Sansui Viewer's Choice Awards 2002 Ganador Sansui Viewer's Choice Award Most Promising Debut Actress Lagaan: Érase una vez en la India"", ""People's Choice Awards, India 2001 Ganador People's Choice Award Best Female Debut Lagaan: Érase una vez en la India""]","tt1582584"
"Banerjee","NULL","['Reparto', 'Reparto']","['su papel en Rangasthalam', 'Bharat Ane Nenu', 'Yaadon Ki Baaraat']","NULL","tt1582584"
"Brahmaji","1965","['Reparto', 'Reparto']","['Pushpa: The Rise - Part 1', 'Rangasthalam', 'Salaar']","NULL","tt1582584"
"Brahmanandam","1956","['Reparto', 'Música', 'Banda sonora']","['Dookudu', 'Race Gurram', 'Sarrainodu']","['Filmfare Awards South 2013 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Dhenikaina Ready 2011 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Adhurs 2009 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Ready 2006 Nominado Filmfare Award - Telugu Film Industry Best Comedian Athadu', 'South Indian International Movie Awards 2017 Nominado SIIMA - Telugu Best Comic Actor Sarrainodu 2016 Nominado SIIMA - Telugu Best Comic Actor Bruce Lee: The Fighter 2015 Ganador SIIMA - Telugu Best Comic Actor Race Gurram 2014 Ganador SIIMA - Telugu Best Comic Actor Baadshah 2013 Nominado SIIMA - Telugu Best Comic Actor Julayi 1 más', 'Times of India Film Awards 2012 Ganador Hyderabad Times Film Awards Best Actor in a Comic Role Dookudu', 'CineMAA Awards 2012 Ganador CineMAA Award Best Comedian Dookudu 2011 Ganador CineMAA Award Best Comedian Adhurs 2010 Ganador CineMAA Award Best Comedian Konchem Ishtam Konchem Kashtam 2008 Ganador CineMAA Award Best Comedian Dhee 2003 Ganador CineMAA Award Best Comedian Manmadhudu', 'Guinness World Record Award 2010 Ganador Guinness World Record Most screen credits for a living actor']","tt1582584"
"Heidi Lewandowski","NULL","['Reparto', 'Guion', 'Producción']","['Galveston', 'Plan de escape 3', 'Mi hermano ciego']","NULL","tt3286680"
"Richard Cannon","NULL","['Reparto', 'Reparto']","['su papel en Cleanland']","NULL","tt3286680"
"Raphael Robinson","NULL","['Reparto', 'Reparto']","['su papel en Cleanland', 'Three Man Monte', 'Crime Stoppers Case Files: Chicago']","NULL","tt3286680"
"Al LaFleur","NULL","['Reparto', 'Producción', 'Guion']","['The Night Passenger', 'With This Ring', 'Lisen']","NULL","tt3286680"
"Denny Castiglione","NULL","['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']","['su papel en Decisión final', 'Cleanland', 'Project E']","NULL","tt3286680"
"Iran Black","NULL","['Reparto', 'Especialistas', 'Reparto']","['su papel en Cleanland', 'Lamia: The Zombie Slayer']","NULL","tt3286680"
"Kevin Wells","NULL","['Reparto', 'Reparto']","['su papel en Cleanland', 'Underdogs']","NULL","tt3286680"
"Dugan Sherbondy","NULL","['Sonido', 'Reparto', 'Sonido']","['su papel en Jake Muller Adventures', 'The Star of Christmas', 'An Easter Carol']","NULL","tt12677492"
"Sky Ziskin","NULL","['Reparto', 'Reparto']","['su papel en La bestia', 'Jake Muller Adventures']","NULL","tt12677492"
"Elisa Hatten","NULL","['Reparto', 'Reparto']","['su papel en Jake Muller Adventures']","NULL","tt12677492"
"Micah Touchet","1980","['Sonido', 'Reparto', 'Producción']","['Jake Muller Adventures', 'My 7 Grandmas y The Watch']","NULL","tt12677492"
"Josh Bultman","NULL","['Reparto', 'Reparto']","['su papel en Jake Muller Adventures', 'The Schoolhouse Rocked Podcast']","NULL","tt12677492"
"Christian Gill","NULL","['Reparto', 'Especialistas', 'Reparto']","['su papel en Alias', 'Jake Muller Adventures', 'The Unit']","NULL","tt12677492"
"Randy Streu","NULL","['Reparto', 'Guion', 'Reparto']","['su papel en Jake Muller Adventures', 'Homicide at Heavensgate', 'The Watch']","NULL","tt12677492"
"Phil Lollar","NULL","['Reparto', 'Guion', 'Sonido']","['su papel en 3-2-1 Penguins!', 'The Jungle Book', '3-2-1 Penguins: The Doom Funnel Rescue!']","NULL","tt12677492"
"Steve Schleicher","NULL","['Reparto', 'Reparto']","['su papel en Jake Muller Adventures']","NULL","tt12677492"
"Arturo Adame","NULL","['Reparto', 'Producción', 'Guion']","['su papel en Neighborhood Groove', 'Run3', 'Requiem Ondevilla']","NULL","tt3149366"
"Mitch Alcala","NULL","['Reparto', 'Guion', 'Casting']","['su papel en Mission: Irreparable', 'Mission: Imposter', 'Unbelievable!!!!!']","NULL","tt3149366"
"Brian Allen","NULL","['Maquillaje', 'Reparto', 'Maquillaje']","['su papel en Proximity', 'Boom Bar', 'Smoking Hot Vixens']","NULL","tt3149366"
"Andrew Anderson","NULL","['Reparto', 'Reparto']","['su papel en Boom Bar']","NULL","tt3149366"
"Grigoriy Batiyenko","NULL","['Especialistas', 'Reparto', 'Especialistas']","['su papel en Chosen Warriors', 'Boom Bar', 'The Assassin Exit']","NULL","tt3149366"
"April Bay","NULL","['Producción', 'Dirección', 'Guion']","['su papel en Mission: Imposter', 'Four Square', 'Love Bots']","NULL","tt3149366"
"Angela Dela Cruz","NULL","['Reparto', 'Arte', 'Reparto']","['su papel en Chosen Warriors', 'Boom Bar', 'The Virtual']","NULL","tt3149366"
"Stephen Dela Cruz","NULL","['Reparto', 'Cámara y electricidad', 'Reparto']","['su papel en The Hat: Viral Spots', 'Game Night', 'Boom Bar']","NULL","tt3149366"
"Reuben Duran","NULL","['Reparto', 'Reparto']","['su papel en Boom Bar', 'Gregory Way TV', 'UFC on Fox']","NULL","tt3149366"
"Matt Damon","1970","['Producción', 'Reparto', 'Guion']","['El indomable Will Hunting', 'Marte (The Martian', 'Infiltrados']","['Academy Awards, USA 2017 Nominado Oscar Best Motion Picture of the Year Manchester frente al mar Compartido con: Lauren Beck · Kimberly Steward · Chris Moore · Kevin J. Walsh 2016 Nominado Oscar Best Performance by an Actor in a Leading Role Marte (The Martian) 2010 Nominado Oscar Best Performance by an Actor in a Supporting Role Invictus 1998 Nominado Oscar Best Actor in a Leading Role El indomable Will Hunting 1998 Ganador Oscar Best Writing, Screenplay Written Directly for the Screen El indomable Will Hunting Compartido con: Ben Affleck', 'Academy of Science Fiction, Fantasy & Horror Films, USA 2016 Nominado Saturn Award Best Actor Marte (The Martian) 2005 Nominado Saturn Award Best Actor El mito de Bourne', ""Berlin International Film Festival 2023 Nominado Berlinale Documentary Award Kiss the Future Compartido con: Nenad Cicin-Sain · Ben Affleck · Sarah Anthony · Ned O'Hanlon 2007 Ganador Silver Berlin Bear Outstanding Artistic Contribution El buen pastor Compartido con: John Sessions · Oleg Stefan · Martina Gedeck · Michael Gambon · John Turturro · Keir Dullea · · · · · · · · · · · · 1998 Ganador Silver Berlin Bear Outstanding Single Achievement El indomable Will Hunting For his screenwriting and acting in the film."", 'Blockbuster Entertainment Awards 2001 Nominado Blockbuster Entertainment Award Favorite Actor - Drama/Romance Todos los caballos bellos 2000 Nominado Blockbuster Entertainment Award Favorite Actor - Suspense El talento de Mr. Ripley 1999 Ganador Blockbuster Entertainment Award Favorite Actor - Video El indomable Will Hunting 1998 Nominado Blockbuster Entertainment Award Favorite Actor - Drama Legítima defensa, de John Grisham', 'Boston Society of Film Critics Awards 2006 Nominado BSFC Award Best Ensemble Cast Infiltrados Compartido con: Mark Wahlberg · Vera Farmiga · Jack Nicholson · Anthony Anderson · Leonardo DiCaprio · Alec Baldwin · · 1999 Nominado BSFC Award Best Actor El talento de Mr. Ripley Tied with Russell Crowe for El dilema (The Insider) (1999) and Kevin Spacey for American Beauty (1999). 1997 Nominado BSFC Award Best Screenplay El indomable Will Hunting Compartido con: Ben Affleck']","tt2034800"
"Tian Jing","1988","['Reparto', 'Reparto']","['Kong: La Isla Calavera', 'La Gran Muralla', 'Pacific Rim: Insurrección']","['Huading Award 2022 Nominado Huading Award Best Performance by an Actress in Contemporary Television Series Liu guang zhi cheng', 'Domestic TV series Ceremony, China 2017 Ganador Jury Award Popular Young Actress Da Tang rong yao 2015 Nominado Jury Award Best Female Character The Legend of Xiao Zhuang', 'Tencent Video TV And Movie Award 2023 Ganador Jury Award Glamorous Artist of the Year 2023 Ganador Jury Award VIP Star of the Year', 'Weibo Awards Ceremony 2024 Ganador Weibo Award Shining Actor of the Year Le You Yuan 2023 Ganador Weibo TV & Internet Video Summit Award Best Charming Actor of the Year Le You YuanZhuo zhuo feng liu 2018 Ganador Weibo Award Popular Artist of the Year', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt2034800"
