Tipo,Género,Título,Mes,Año,ID_IMDB
Short,Drama,Reading Between the Lines,10,2017,tt0269768
Movie,Drama,The Only Living Boy in New York,8,2017,tt0460890
Movie,Drama,Tulip Fever,8,2017,tt0491203
Movie,Drama,Suburbicon,11,2017,tt0491175
Movie,Drama,Rings,2,2017,tt0498381
Movie,Drama,Caravaggio and My Mother the Pope,12,2017,tt0825334
Movie,Drama,Krystal,4,2018,tt0835802
Short,Drama,Ghost Walk: The Harvest Ball,5,2017,tt10004180
Short,Drama,The Pursuit of Love,7,2017,tt10009896
Short,Drama,Afternoon Clouds,5,2017,tt10012542
Short,Drama,Value,2,2017,tt10009428
Movie,Drama,The Promise,7,2017,tt10013288
Movie,Drama,Egise Taara Juvvalu,11,2017,tt10017460
Short,Drama,Gusti,6,2017,tt10018590
Movie,Drama,Machiwarla Budha,6,2017,tt10025790
Movie,Drama,Ubuntu,9,2017,tt10034168
Short,Drama,Recherche,4,2017,tt10034738
